Tran_Id,Cust_Id,Acct_Nbr,Channel_Nbr,Merchant_SIC,Session_Id,Tran_Duration,Tran_Date,Tran_Time,Tran_Amt,Principal_Amt,Interest_Amt,New_Balance,Merchant_Name,Merchant_City,Merchant_State,Merchant_Postal_Code,Tran_Code,Channel
21,1363391,4561143213633900,0,900,198823,25,1995-08-06T00:00:00,121140,199.05,199.05,0,376.43,Mainframe Mania     ,New York City       ,NY,10175,CG,E
21,1363392,4561143213633920,0,400,199513,29,1995-09-15T00:00:00,165250,16.68,16.68,0,928.24,Ollie's Oil Co.     ,New York City       ,NY,10281,CG,E
21,1363393,4561143213633930,1,null,199842,28,1995-07-30T00:00:00,195516,0,0,0,1000,null,null,null,null,IQ,V
21,1363394,4561143213633940,0,null,201075,0,1995-12-02T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
21,1363395,4561143213633950,1,null,201138,16,1995-04-27T00:00:00,154314,0,0,0,577.81,null,null,null,null,IQ,C
21,1363398,4561143213633980,0,500,201381,29,1995-10-22T00:00:00,230903,88.44,88.44,0,1000,Icarus Airlines     ,Omaha               ,NB,68153,CG,E
21,1363402,4561143213634020,0,100,202976,16,1995-07-12T00:00:00,1058,104.21,104.21,0,1198.08,Fifi's Cabaret      ,New York City       ,NY,10121,CG,E
21,1363408,4561143213634080,0,200,204302,40,1995-08-20T00:00:00,180215,19.2,19.2,0,1800,Llama World         ,New York City       ,NY,10149,CG,E
21,1363409,4561143213634090,0,1000,204997,31,1995-06-13T00:00:00,233157,21.86,21.86,0,21.86,Gilligan's Island   ,New York City       ,NY,10059,CG,E
21,1363414,4561143213634140,330,null,205454,141,1995-06-17T00:00:00,135830,0,0,0,870.99,null,null,null,null,IQ,B
21,1363420,4561143213634200,61,null,206078,61,1995-07-12T00:00:00,82335,0,0,0,205.51,null,null,null,null,IQ,B
21,1363421,4561143213634210,0,800,206243,31,1995-05-05T00:00:00,95347,170.18,170.18,0,1265.68,Flea Trap Motel     ,Oakland             ,CA,94622,CG,E
21,1363422,4561143213634220,0,null,206665,0,1995-09-02T00:00:00,null,210.67,183.97,26.7,1916.03,null,null,null,null,PM,M
21,1363426,4561143213634260,0,200,206815,22,1995-08-05T00:00:00,214518,224.31,224.31,0,405.35,Tollie's Toys       ,Albuquerque         ,NM,87115,CG,E
21,1363427,4561143213634270,0,null,206925,0,1995-11-07T00:00:00,null,318.23,276.48,41.75,2884.08,null,null,null,null,PM,M
21,1363435,4561143213634350,0,1100,208163,20,1995-05-21T00:00:00,90636,82.76,82.76,0,385.68,Linda's Lighting    ,Memphis             ,TN,38126,CG,E
21,1363438,4561143213634380,0,1100,209044,21,1995-07-10T00:00:00,151457,210.79,210.79,0,259.66,Linda's Lighting    ,Corpus Christi      ,TX,78435,CG,E
21,1363441,4561143213634410,0,null,209596,0,1995-07-01T00:00:00,null,326.97,326.97,0,0,null,null,null,null,PM,M
21,1363445,4561143213634440,0,300,210214,26,1995-07-26T00:00:00,151159,65.48,65.48,0,407.42,Loan-a-Lemon        ,Sacramento          ,CA,94243,CG,E
21,1363448,4561143213634480,0,null,211515,0,1995-07-03T00:00:00,null,141.8,123.83,17.97,1276.17,null,null,null,null,PM,M
21,1363449,4561143213634490,0,200,212012,27,1995-07-05T00:00:00,90113,128.69,128.69,0,128.69,Randy's Records     ,Oakland             ,CA,94623,CG,E
21,1363454,4561143213634540,0,500,213003,37,1995-04-10T00:00:00,90340,37.09,37.09,0,1120.79,Puddle Jump Airline ,New York City       ,NY,10263,CG,E
21,1363455,4561143213634550,0,1000,213371,21,1995-12-27T00:00:00,82940,318.09,318.09,0,4614.22,Casino Royale       ,Baltimore           ,MD,21256,CG,E
21,1363457,4561143213634570,0,1000,213537,39,1995-05-20T00:00:00,145127,459.87,459.87,0,3110.75,Wally World         ,Virginia Beach      ,VA,23465,CG,E
21,1363458,4561143213634580,0,800,213698,20,1995-05-26T00:00:00,152644,34.75,34.75,0,1100,Bed Bug Inn         ,Portland            ,OR,97257,CG,E
21,1363459,4561143213634590,0,null,214110,0,1995-12-06T00:00:00,null,265.88,265.01,0.87,1181.97,null,null,null,null,PM,M
21,1363461,4561143213634610,0,100,214203,22,1995-05-05T00:00:00,212816,130.51,130.51,0,523.81,Tofu Palace Res.    ,St Paul             ,MN,55129,CG,E
21,1363462,4561143213634620,0,900,214853,38,1995-07-02T00:00:00,132222,19.06,19.06,0,3000,Mainframe Mania     ,Baltimore           ,MD,21294,CG,E
21,1363467,4561143213634670,0,900,215311,20,1995-05-14T00:00:00,111553,301.53,301.53,0,1161.17,PCs-R-Us            ,New York City       ,NY,10172,CG,E
21,1363468,4561143213634680,0,400,216094,18,1995-11-25T00:00:00,195018,130.56,130.56,0,3527.83,Filbert's Filling St,Lexington           ,KY,40516,CG,E
21,1363470,4561143213634700,0,100,216459,33,1995-09-07T00:00:00,122520,219.97,219.97,0,1940.75,Sushi To Go         ,Miami               ,FL,33204,CG,E
21,1363471,4561143213634710,307,null,216836,103,1995-09-26T00:00:00,114417,0,0,0,1391.12,null,null,null,null,IQ,B
21,1363474,4561143213634740,0,1100,217203,32,1995-09-22T00:00:00,75934,248.41,248.41,0,762.91,Paul's Plumbing     ,Sacramento          ,CA,94251,CG,E
21,1363482,4561143213634820,0,100,219136,27,1995-03-17T00:00:00,195828,69.54,69.54,0,1443.61,Sushi To Go         ,Denver              ,CO,80241,CG,E
21,1363483,4561143213634830,1,null,219375,64,1995-04-02T00:00:00,155029,615.1,608.09,7.01,391.91,null,null,null,null,PM,C
21,1363486,4561143213634860,1,null,220638,44,1995-12-15T00:00:00,102443,0,0,0,0,null,null,null,null,IQ,C
21,1363492,4561143213634920,74,null,220908,322,1995-08-07T00:00:00,215634,718.32,635.13,83.19,6464.87,null,null,null,null,PM,B
22,1362481,4561143213624800,0,1300,19,37,1995-08-11T00:00:00,150904,221.12,221.12,0,2500,Carl's Car Showroom ,Philadelphia        ,PA,19133,CG,E
22,1362484,4561143213624840,0,100,769,24,1995-06-12T00:00:00,90643,151.6,151.6,0,168.17,The Big Squid       ,Denver              ,CO,80224,CG,E
22,1362485,4561143213624850,0,1200,1292,38,1995-05-09T00:00:00,205301,100.79,100.79,0,264.97,April-May Dept Store,New York City       ,NY,10282,CG,E
22,1362487,4561143213624870,14,null,1982,16,1995-12-01T00:00:00,34139,0,0,0,897.63,null,null,null,null,IQ,K
22,1362492,4561143213624920,0,1100,2497,21,1995-11-17T00:00:00,185711,120.13,120.13,0,1435.3,Harry's Hardware    ,Houston             ,TX,77064,CG,E
22,1362499,4561143213624990,0,null,3016,0,1995-07-04T00:00:00,null,192.44,168.05,24.39,1731.95,null,null,null,null,PM,M
22,1362506,4561143213625060,0,1100,3555,41,1995-11-26T00:00:00,192817,251.16,251.16,0,719.82,Harry's Hardware    ,San Francisco       ,CA,94135,CG,E
22,1362510,4561143213625090,0,500,4628,36,1995-01-30T00:00:00,113639,16.63,16.63,0,2669.17,Icarus Airlines     ,Los Angeles         ,CA,90036,CG,E
22,1362511,4561143213625110,0,1200,5727,34,1995-08-05T00:00:00,102447,90.53,90.53,0,527.52,April-May Dept Store,New York City       ,NY,10247,CG,E
22,1362512,4561143213625120,0,1300,6154,28,1995-11-05T00:00:00,193825,449.16,449.16,0,1827.4,Terry's Trucks      ,Los Angeles         ,CA,90111,CG,E
22,1362516,4561143213625160,0,100,6434,30,1995-07-21T00:00:00,72737,187.59,187.59,0,1308.58,Sushi To Go         ,Tulsa               ,OK,74194,CG,E
22,1362525,4561143213625250,0,900,7407,24,1995-03-04T00:00:00,133936,74.46,74.46,0,1414.2,PCs-R-Us            ,Chicago             ,IL,60604,CG,E
22,1362528,4561143213625280,0,1000,8545,15,1995-07-09T00:00:00,125043,85.38,85.38,0,133.99,Lala Land           ,Louisville          ,KY,40224,CG,E
22,1362530,4561143213625300,0,null,9344,0,1995-05-05T00:00:00,null,636.31,634.63,1.68,312.68,null,null,null,null,PM,M
22,1362531,4561143213625310,0,200,9861,19,1995-08-04T00:00:00,162944,195.75,195.75,0,2200,Jerry's Jewelry     ,Chicago             ,IL,60606,CG,E
22,1362535,4561143213625350,8,null,10441,61,1995-04-21T00:00:00,85939,0,0,0,0,null,null,null,null,IQ,B
22,1362541,4561143213625410,1,null,11741,30,1995-09-07T00:00:00,203821,0,0,0,942.97,null,null,null,null,IQ,C
22,1362546,4561143213625460,0,900,12146,41,1995-03-18T00:00:00,26,26.57,26.57,0,478.85,PCs-R-Us            ,New York City       ,NY,10241,CG,E
22,1362547,4561143213625470,0,200,12711,30,1995-07-29T00:00:00,224628,28.09,28.09,0,1708.89,Larry's Luggage     ,New York City       ,NY,10193,CG,E
22,1362548,4561143213625480,0,null,12807,0,1995-12-06T00:00:00,null,426.74,426.74,0,68.68,null,null,null,null,PM,M
22,1362549,4561143213625490,0,400,12952,17,1995-04-29T00:00:00,115427,19.22,19.22,0,889.76,Filbert's Filling St,New York City       ,NY,10041,CG,E
22,1362552,4561143213625520,0,1000,13226,32,1995-04-19T00:00:00,113248,9.72,9.72,0,1000,Gilligan's Island   ,Riverside           ,CA,92505,CG,E
22,1362556,4561143213625560,0,null,14300,0,1995-04-05T00:00:00,null,1146.7,1123.2,23.5,1676.8,null,null,null,null,PM,M
22,1362562,4561143213625620,0,null,14841,0,1995-12-06T00:00:00,null,626.89,626.89,0,8873.11,null,null,null,null,PM,M
22,1362564,4561143213625630,0,200,15368,42,1995-11-04T00:00:00,163047,63.07,63.07,0,1000,Randy's Records     ,Chicago             ,IL,60602,CG,E
22,1362565,4561143213625650,0,400,15830,32,1995-06-04T00:00:00,114151,306.93,306.93,0,1273.5,Filbert's Filling St,Long Beach          ,CA,90773,CG,E
22,1362566,4561143213625660,0,500,16291,18,1995-04-15T00:00:00,111934,571.86,571.86,0,4927.99,Icarus Airlines     ,Los Angeles         ,CA,90083,CG,E
22,1362570,4561143213625690,0,1200,17109,23,1995-12-23T00:00:00,164650,170.17,170.17,0,7393.86,Cassandras Casuals  ,Albuquerque         ,NM,87177,CG,E
22,1362572,4561143213625720,0,100,17715,27,1995-08-06T00:00:00,80040,179.03,179.03,0,179.03,Zorba's Hideaway    ,Albuquerque         ,NM,87123,CG,E
22,1362574,4561143213625740,0,800,18528,41,1995-08-09T00:00:00,184319,128.65,128.65,0,128.65,Manic Motor Inn     ,New York City       ,NY,10056,CG,E
22,1362578,4561143213625780,0,null,18967,0,1995-06-04T00:00:00,null,268.89,268.2,0.69,94.03,null,null,null,null,PM,M
22,1362580,4561143213625800,258,null,19857,19,1995-07-11T00:00:00,134643,0,0,0,1500,null,null,null,null,IQ,K
22,1362584,4561143213625840,0,400,20247,42,1995-11-20T00:00:00,55507,118.01,118.01,0,481.52,Filbert's Filling St,Chicago             ,IL,60635,CG,E
22,1362586,4561143213625860,0,1000,21201,39,1995-06-09T00:00:00,192219,63.43,63.43,0,2549.77,Lala Land           ,Norfolk             ,VA,23532,CG,E
22,1362587,4561143213625870,0,500,21732,44,1995-04-19T00:00:00,152601,156.67,156.67,0,931.2,Wing-and-Prayer Air ,Oklahoma City       ,OK,73165,CG,E
22,1362588,4561143213625880,0,1300,22685,27,1995-06-23T00:00:00,220542,247.51,247.51,0,524.34,Carl's Car Showroom ,Seattle             ,WA,98123,CG,E
22,1362591,4561143213625910,0,1200,23428,39,1995-03-23T00:00:00,193444,89.68,89.68,0,1181.4,Suitable Suits      ,Oakland             ,CA,94636,CG,E
22,1362592,4561143213625920,0,null,24119,0,1995-09-01T00:00:00,null,332.21,290.1,42.11,3009.9,null,null,null,null,PM,M
22,1362593,4561143213625930,0,700,24516,22,1995-08-07T00:00:00,155423,74.55,74.55,0,1280.64,Soupy's Supermarket ,New York City       ,NY,10260,CG,E
22,1362594,4561143213625940,0,500,25115,28,1995-03-01T00:00:00,115030,857.73,857.73,0,13977.13,Prop-Jet Airways    ,Houston             ,TX,77037,CG,E
22,1362597,4561143213625970,0,300,25819,16,1995-06-26T00:00:00,114844,143.07,143.07,0,817.99,Acme Car Rental     ,Houston             ,TX,77065,CG,E
22,1362602,4561143213626020,0,500,26596,17,1995-05-05T00:00:00,115551,389.79,389.79,0,471.96,Wing-and-Prayer Air ,Los Angeles         ,CA,90006,CG,E
22,1362605,4561143213626050,0,null,27451,0,1995-10-06T00:00:00,null,198.35,196.89,1.46,38.62,null,null,null,null,PM,M
22,1362606,4561143213626060,0,1100,27551,24,1995-08-09T00:00:00,204012,243.21,243.21,0,715.74,Paul's Plumbing     ,Phoenix             ,AZ,85017,CG,E
22,1362607,4561143213626070,1,null,27945,33,1995-06-12T00:00:00,141717,0,0,0,84.99,null,null,null,null,IQ,C
22,1362609,4561143213626090,0,null,28788,0,1995-05-05T00:00:00,null,227.38,194.91,32.47,2805.09,null,null,null,null,PM,M
22,1362610,4561143213626100,0,1300,29220,26,1995-05-31T00:00:00,91012,140.17,140.17,0,164.77,Carl's Car Showroom ,New York City       ,NY,10096,CG,E
22,1362611,4561143213626110,0,700,29255,28,1995-05-07T00:00:00,43811,171.84,171.84,0,630.77,Gary's Grocery      ,El Paso             ,TX,79918,CG,E
22,1362613,4561143213626130,0,null,29385,0,1995-08-03T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
22,1362622,4561143213626220,0,700,31074,34,1995-03-21T00:00:00,163624,55.01,55.01,0,558.21,Ferd's Food Store   ,Riverside           ,CA,92503,CG,E
22,1362624,4561143213626240,0,null,31531,0,1995-06-02T00:00:00,null,1348.75,1341.95,6.8,58.05,null,null,null,null,PM,M
22,1362626,4561143213626250,0,1000,31624,41,1995-06-19T00:00:00,91323,97.7,97.7,0,409.37,Lala Land           ,Miami               ,FL,33118,CG,E
22,1362630,4561143213626300,0,1000,31815,34,1995-01-30T00:00:00,202339,44.64,44.64,0,2801.73,Gilligan's Island   ,Los Angeles         ,CA,90182,CG,E
22,1362633,4561143213626330,0,null,33357,0,1995-05-04T00:00:00,null,951.36,941.23,10.13,58.77,null,null,null,null,PM,M
22,1362637,4561143213626370,0,800,34168,30,1995-11-17T00:00:00,14450,11.62,11.62,0,1200,Flea Trap Motel     ,Honolulu            ,HI,96811,CG,E
22,1362640,4561143213626400,0,1200,34653,34,1995-04-21T00:00:00,124609,22.07,22.07,0,1577.81,Limitless Clothing  ,Tucson              ,AZ,85706,CG,E
22,1362641,4561143213626410,0,null,34776,0,1995-11-02T00:00:00,null,23.57,23.57,0,0,null,null,null,null,PM,M
22,1362642,4561143213626420,0,100,34874,34,1995-05-13T00:00:00,70207,147.88,147.88,0,253,Bohemian Café       ,Rochester           ,NY,14629,CG,E
22,1362643,4561143213626430,0,800,35501,28,1995-04-22T00:00:00,233314,54.1,54.1,0,881.18,Manic Motor Inn     ,Rochester           ,NY,14682,CG,E
22,1362645,4561143213626450,0,200,35668,43,1995-05-10T00:00:00,133002,321.57,321.57,0,2796.3,Llama World         ,Los Angeles         ,CA,90112,CG,E
22,1362649,4561143213626490,1,null,36309,39,1995-04-06T00:00:00,112521,674.02,670.59,3.43,329.41,null,null,null,null,PM,C
22,1362653,4561143213626530,0,800,38009,21,1995-11-29T00:00:00,5117,456.45,456.45,0,1600,Manic Motor Inn     ,Houston             ,TX,77089,CG,E
22,1362656,4561143213626560,0,700,38534,38,1995-06-11T00:00:00,3747,277.34,277.34,0,663.68,Soupy's Supermarket ,Houston             ,TX,77159,CG,E
22,1362661,4561143213626610,0,800,38934,23,1995-05-24T00:00:00,85019,87.91,87.91,0,889.63,Bed Bug Inn         ,New York City       ,NY,10067,CG,E
22,1362663,4561143213626630,0,200,39343,32,1995-05-21T00:00:00,215400,58.25,58.25,0,3509.54,Dog World           ,Houston             ,TX,77043,CG,E
22,1362664,4561143213626640,0,null,39534,0,1995-10-03T00:00:00,null,953.08,942.17,10.91,454.94,null,null,null,null,PM,M
22,1362671,4561143213626710,0,1100,40431,25,1995-12-07T00:00:00,200024,76.38,76.38,0,1100,Larry's Lumber      ,New Orleans         ,LA,70194,CG,E
22,1362675,4561143213626750,0,null,41093,0,1995-10-07T00:00:00,null,72.46,64.75,7.71,721.05,null,null,null,null,PM,M
22,1362680,4561143213626800,0,400,41648,44,1995-12-09T00:00:00,4822,242.2,242.2,0,968.59,Ollie's Oil Co.     ,San Diego           ,CA,92137,CG,E
22,1362683,4561143213626830,0,100,42256,44,1995-04-04T00:00:00,111657,174.32,174.32,0,2913.37,Bohemian Café       ,Los Angeles         ,CA,90090,CG,E
22,1362685,4561143213626850,0,null,42419,0,1995-09-07T00:00:00,null,714.44,710.47,3.97,989.53,null,null,null,null,PM,M
22,1362688,4561143213626870,0,100,42956,17,1995-08-18T00:00:00,223054,11.5,11.5,0,116.57,Fifi's Cabaret      ,Newark              ,NJ,7126,CG,E
22,1362690,4561143213626900,0,null,43543,0,1995-06-03T00:00:00,null,120.4,104.99,15.41,1083.56,null,null,null,null,PM,M
22,1362694,4561143213626940,0,null,44376,38,1995-06-03T00:00:00,54535,942.84,941.65,1.19,520.08,null,null,null,null,PM,E
22,1362698,4561143213626980,36,null,45062,90,1995-05-13T00:00:00,43243,0,0,0,2500,null,null,null,null,IQ,B
22,1362699,4561143213626990,0,300,45744,36,1995-06-20T00:00:00,165159,345.33,345.33,0,877,Rent-a-Wreck        ,Houston             ,TX,77032,CG,E
22,1362700,4561143213627000,0,1300,46154,21,1995-09-24T00:00:00,150152,144.6,144.6,0,279.63,Terry's Trucks      ,Riverside           ,CA,92517,CG,E
22,1362703,4561143213627030,0,100,46822,33,1995-05-05T00:00:00,162938,47.34,47.34,0,1300,Bohemian Café       ,San Jose            ,CA,95120,CG,E
22,1362705,4561143213627050,0,300,47289,24,1995-07-08T00:00:00,155836,291.34,291.34,0,487.96,Acme Car Rental     ,St Louis            ,MO,63172,CG,E
22,1362708,4561143213627080,0,null,47794,0,1995-07-06T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
22,1362709,4561143213627090,0,200,48403,32,1995-06-02T00:00:00,165730,89.6,89.6,0,362.18,Carrie's Cards      ,Los Angeles         ,CA,90166,CG,E
22,1362714,4561143213627140,0,900,49467,23,1995-06-14T00:00:00,192634,36.86,36.86,0,59.14,Mainframe Mania     ,Indianapolis        ,IN,46266,CG,E
22,1362715,4561143213627150,0,null,49602,0,1995-06-01T00:00:00,null,159.53,158.95,0.58,49.3,null,null,null,null,PM,M
22,1362717,4561143213627170,0,100,50083,16,1995-12-20T00:00:00,125722,76.13,76.13,0,956.52,Lisa's Pasta Bar    ,New York City       ,NY,10013,CG,E
22,1362720,4561143213627200,0,1300,50341,44,1995-10-13T00:00:00,161053,70.5,70.5,0,671.46,Terry's Trucks      ,Chicago             ,IL,60651,CG,E
22,1362721,4561143213627210,0,1000,51512,32,1995-12-04T00:00:00,50805,35.28,35.28,0,464.8,Casino Royale       ,Los Angeles         ,CA,90175,CG,E
22,1362722,4561143213627220,0,700,51609,32,1995-08-25T00:00:00,180033,152.98,152.98,0,2145.81,Gary's Grocery      ,New York City       ,NY,10263,CG,E
22,1362725,4561143213627250,0,200,51900,38,1995-09-20T00:00:00,192013,102.92,102.92,0,144.94,Dilbert's Dept Store,St Louis            ,MO,63110,CG,E
22,1362726,4561143213627260,0,100,52388,39,1995-06-25T00:00:00,102130,63.32,63.32,0,124.55,Carol's Café        ,St Louis            ,MO,63167,CG,E
22,1362727,4561143213627270,0,1200,52898,21,1995-06-07T00:00:00,125807,863.87,863.87,0,3807.46,April-May Dept Store,Memphis             ,TN,38172,CG,E
22,1362730,4561143213627300,0,700,53203,15,1995-10-29T00:00:00,185502,489.53,489.53,0,2824.58,Mary's Market       ,Jacksonville        ,FL,32221,CG,E
22,1362735,4561143213627350,29,null,54318,35,1995-12-26T00:00:00,81354,0,0,0,2617.22,null,null,null,null,IQ,K
22,1362736,4561143213627360,0,300,54960,20,1995-09-29T00:00:00,93618,20.36,20.36,0,137.03,Loan-a-Lemon        ,Washington          ,DC,20209,CG,E
22,1362737,4561143213627370,0,900,55083,34,1995-11-04T00:00:00,10124,179.15,179.15,0,5120.27,Network Works       ,New York City       ,NY,10143,CG,E
22,1362740,4561143213627400,0,1000,55504,25,1995-06-18T00:00:00,103522,137.4,137.4,0,646.52,Wally World         ,Philadelphia        ,PA,19118,CG,E
22,1362743,4561143213627430,0,400,55780,17,1995-11-09T00:00:00,205606,19.94,19.94,0,1565.54,Ollie's Oil Co.     ,Memphis             ,TN,38141,CG,E
22,1362745,4561143213627440,0,200,56279,34,1995-04-05T00:00:00,92636,167.03,167.03,0,504.53,Buy The Book        ,Milwaukee           ,WI,53214,CG,E
22,1362746,4561143213627460,1,null,57398,47,1995-05-05T00:00:00,91126,604.57,598.05,6.52,55.77,null,null,null,null,PM,C
22,1362749,4561143213627490,165,null,57841,103,1995-05-12T00:00:00,210730,0,0,0,2740.48,null,null,null,null,IQ,B
22,1362753,4561143213627530,0,200,58608,42,1995-06-28T00:00:00,93316,86.9,86.9,0,2785.45,Tollie's Toys       ,Columbus            ,OH,43263,CG,E
22,1362759,4561143213627590,0,700,59386,37,1995-04-16T00:00:00,165943,313.49,313.49,0,473.86,Gary's Grocery      ,Los Angeles         ,CA,90172,CG,E
22,1362763,4561143213627630,0,800,60149,31,1995-10-25T00:00:00,134224,73.39,73.39,0,449.25,Bed Bug Inn         ,San Francisco       ,CA,94155,CG,E
22,1362765,4561143213627650,0,500,60373,32,1995-04-22T00:00:00,200313,86.49,86.49,0,189.13,Prop-Jet Airways    ,San Francisco       ,CA,94125,CG,E
22,1362766,4561143213627660,0,200,60933,41,1995-06-22T00:00:00,145819,1116.09,1116.09,0,5075.21,Carrie's Cards      ,Chicago             ,IL,60663,CG,E
22,1362767,4561143213627670,0,null,62021,0,1995-09-07T00:00:00,null,446.25,442.21,4.04,247,null,null,null,null,PM,M
22,1362769,4561143213627690,0,400,62581,17,1995-09-12T00:00:00,205034,122.51,122.51,0,248.51,Filbert's Filling St,Newark              ,NJ,7153,CG,E
22,1362770,4561143213627700,0,1100,62649,21,1995-04-08T00:00:00,235650,521.94,521.94,0,3800,Paul's Plumbing     ,Philadelphia        ,PA,19141,CG,E
22,1362775,4561143213627750,0,700,64893,43,1995-08-22T00:00:00,150452,256.57,256.57,0,836.08,Ferd's Food Store   ,Nashville           ,TN,37226,CG,E
22,1362777,4561143213627770,0,1100,65121,41,1995-05-25T00:00:00,135254,147.37,147.37,0,1777.91,Harry's Hardware    ,Los Angeles         ,CA,90114,CG,E
22,1362782,4561143213627820,0,1100,65577,41,1995-07-31T00:00:00,41901,123.58,123.58,0,755.21,Paul's Plumbing     ,Sacramento          ,CA,94272,CG,E
22,1362785,4561143213627840,0,100,66116,31,1995-06-03T00:00:00,203416,90.39,90.39,0,1600.2,Flying Burrito Res. ,Houston             ,TX,77201,CG,E
22,1362792,4561143213627910,0,200,66651,30,1995-06-29T00:00:00,83344,36.42,36.42,0,357.47,Dog World           ,New York City       ,NY,10209,CG,E
22,1362793,4561143213627930,0,1100,67301,35,1995-11-03T00:00:00,152919,180.82,180.82,0,757.1,Brad's Bricks       ,Los Angeles         ,CA,90172,CG,E
22,1362804,4561143213628040,0,1100,68043,37,1995-05-21T00:00:00,60642,267.02,267.02,0,267.02,Harry's Hardware    ,Miami               ,FL,33182,CG,E
22,1362806,4561143213628060,0,1300,69091,43,1995-05-12T00:00:00,122528,69.27,69.27,0,584.64,Carl's Car Showroom ,Chicago             ,IL,60602,CG,E
22,1362810,4561143213628100,0,1200,70725,43,1995-06-06T00:00:00,190528,60.79,60.79,0,624.95,Suitable Suits      ,Indianapolis        ,IN,46270,CG,E
22,1362811,4561143213628110,0,200,70889,42,1995-05-07T00:00:00,223712,188.49,188.49,0,334.23,Dog World           ,Philadelphia        ,PA,19176,CG,E
22,1362816,4561143213628160,0,200,73146,24,1995-04-03T00:00:00,234454,95.7,95.7,0,1094.25,Jerry's Jewelry     ,Louisville          ,KY,40261,CG,E
22,1362820,4561143213628200,0,null,74002,0,1995-06-03T00:00:00,null,1154.45,1097.24,57.21,4669.91,null,null,null,null,PM,M
22,1362822,4561143213628220,0,400,74683,31,1995-12-08T00:00:00,13200,189.62,189.62,0,748.86,Gus' Gas Station    ,Chicago             ,IL,60615,CG,E
22,1362824,4561143213628240,0,700,75634,41,1995-05-28T00:00:00,185224,752.68,752.68,0,2601.75,Ferd's Food Store   ,San Francisco       ,CA,94154,CG,E
22,1362825,4561143213628250,0,null,76093,0,1995-09-02T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
22,1362828,4561143213628280,0,900,77230,35,1995-08-13T00:00:00,105456,88.59,88.59,0,1000,Mainframe Mania     ,New York City       ,NY,10155,CG,E
22,1362829,4561143213628290,0,null,77341,41,1995-08-01T00:00:00,155016,674.04,648.42,25.62,1735.74,null,null,null,null,PM,E
22,1362831,4561143213628310,0,100,77906,22,1995-08-13T00:00:00,191140,108.51,108.51,0,5213.21,Flying Burrito Res. ,New York City       ,NY,10117,CG,E
22,1362832,4561143213628320,0,500,78012,19,1995-12-14T00:00:00,184917,330.05,330.05,0,4284.23,Puddle Jump Airline ,Detroit             ,MI,48203,CG,E
22,1362836,4561143213628360,0,1300,78541,28,1995-05-08T00:00:00,135819,23.26,23.26,0,1000,Reliable Used Cars  ,Memphis             ,TN,38149,CG,E
22,1362839,4561143213628390,0,900,79545,43,1995-03-12T00:00:00,220417,123.4,123.4,0,3371.05,Mainframe Mania     ,Baltimore           ,MD,21294,CG,E
22,1362845,4561143213628450,1,null,81429,42,1995-07-16T00:00:00,162103,0,0,0,321.28,null,null,null,null,IQ,C
22,1362849,4561143213628490,0,300,81690,15,1995-04-12T00:00:00,205740,83.11,83.11,0,446.33,Loan-a-Lemon        ,Nashville           ,TN,37201,CG,E
22,1362852,4561143213628520,0,null,82463,0,1995-11-07T00:00:00,null,172.18,150.36,21.82,1549.64,null,null,null,null,PM,M
22,1362853,4561143213628530,0,1000,82608,25,1995-12-22T00:00:00,115235,128.15,128.15,0,698.24,Lala Land           ,Newark              ,NJ,7115,CG,E
22,1362857,4561143213628570,0,200,83235,28,1995-04-21T00:00:00,205550,74,74,0,304.09,Carrie's Cards      ,Milwaukee           ,WI,53276,CG,E
22,1362858,4561143213628580,0,1300,83632,37,1995-04-04T00:00:00,104644,1333.22,1333.22,0,4899.74,Terry's Trucks      ,Los Angeles         ,CA,90189,CG,E
22,1362868,4561143213628680,0,1200,84790,18,1995-06-03T00:00:00,92807,135.99,135.99,0,677.56,Cassandras Casuals  ,Chicago             ,IL,60645,CG,E
22,1362872,4561143213628720,1,null,85089,17,1995-04-23T00:00:00,183313,0,0,0,311.63,null,null,null,null,IQ,V
22,1362877,4561143213628770,0,null,85737,0,1995-08-05T00:00:00,null,40,40,0,0,null,null,null,null,PM,M
22,1362881,4561143213628810,0,900,86254,35,1995-04-12T00:00:00,220729,143.34,143.34,0,193.34,Surplus Servers     ,Phoenix             ,AZ,85070,CG,E
22,1362888,4561143213628880,0,400,87414,17,1995-03-07T00:00:00,103615,203.06,203.06,0,1373.18,Gus' Gas Station    ,Portland            ,OR,97235,CG,E
22,1362894,4561143213628940,8,null,88288,20,1995-01-05T00:00:00,80535,0,0,0,2980.62,null,null,null,null,IQ,K
22,1362896,4561143213628950,0,100,88409,44,1995-12-07T00:00:00,232943,149.76,149.76,0,796.59,Dale's Donuts       ,New York City       ,NY,10254,CG,E
22,1362902,4561143213629020,1,null,89822,103,1995-04-11T00:00:00,215833,0,0,0,193.57,null,null,null,null,IQ,B
22,1362903,4561143213629030,0,100,90261,26,1995-08-06T00:00:00,201903,125.67,125.67,0,1493.86,Lisa's Pasta Bar    ,Dallas              ,TX,75338,CG,E
